,ID,Name,Nationality,Club,Position,Preferred Foot,Value,Wage,Age,International Reputation,Crossing,HeadingAccuracy,Dribbling,LongPassing,BallControl,Agility,Stamina,Interceptions,Penalties,Overall
15784,222191,Sun Bo,China PR,Dalian YiFang FC,LM,Left,160K,2000,27,1,59,49,62,51,57,80,48,29,60,59
15785,243695,L. Hupfauf,Austria,FC Wacker Innsbruck,RWB,Right,190K,1000,21,1,58,37,63,55,58,68,64,57,45,59
15786,245999,Mollejo,Spain,Atlético Madrid,RW,Left,300K,4000,17,1,52,42,62,49,58,72,48,19,53,59
15787,201457,V. Oliver,England,Morecambe,ST,Right,190K,2000,26,1,40,58,47,37,53,67,69,40,52,59
15788,213489,M. Kuchta,Poland,Zagłębie Lubin,GK,Right,180K,1000,22,1,14,12,12,18,23,34,40,19,24,59
15789,222449,Cao Haiqing,China PR,Jiangsu Suning FC,LB,Right,160K,2000,24,1,46,54,57,33,48,66,81,60,47,59
15790,210418,A. Banasiak,Poland,Zagłębie Sosnowiec,LDM,Left,130K,1000,28,1,63,48,58,61,60,70,76,45,63,59
15791,235250,Pedro Goulart,Mexico,Puebla FC,ST,Right,270K,1000,20,1,36,67,52,33,54,58,60,20,64,59
15792,239858,Song Long,China PR,Shandong Luneng TaiShan FC,RB,Right,120K,3000,28,1,50,50,50,61,53,58,67,57,38,59
15793,241650,J. Lahne,Sweden,IF Brommapojkarna,ST,Right,300K,1000,16,1,37,44,61,55,60,77,76,38,40,59
15794,226547,M. García,Argentina,Unión de Santa Fe,CM,Right,220K,2000,22,1,45,41,55,58,60,64,66,56,41,59
15795,231411,R. McKenzie,England,Hull City,CB,Right,300K,2000,19,1,36,52,52,55,54,61,64,47,39,59
15796,236787,D. Franke,Germany,VfL Wolfsburg,LB,Left,300K,2000,19,1,59,49,62,42,63,67,59,54,39,59
15797,242163,M. Cavalleri,Chile,Curicó Unido,ST,Right,260K,1000,20,1,34,61,44,35,55,60,56,21,63,59
15798,243955,A. Beyazıt,Germany,FC Energie Cottbus,CF,Right,240K,1000,21,1,57,48,61,47,60,75,73,10,54,59
15799,246259,A. Grijalva,Mexico,Monterrey,CB,Right,280K,2000,17,1,34,69,31,30,35,48,61,55,39,59
15800,239348,D. Klomp,Netherlands,NAC Breda,RCB,Right,210K,1000,19,1,30,56,35,31,43,58,54,56,40,59
15801,204021,J. Keatings,Scotland,Hamilton Academical FC,CAM,Right,200K,1000,26,1,37,53,62,32,62,81,71,34,65,59
15802,244469,P. Di Nardo,Switzerland,Neuchâtel Xamax,RDM,Right,140K,1000,28,1,55,58,55,56,57,68,70,55,47,59
15803,245749,A. Baroan,France,Chamois Niortais Football Club,ST,Left,325K,1000,18,1,56,56,60,52,59,70,50,21,65,59
15804,229878,C. Lattanzio,Argentina,Estudiantes de La Plata,LM,Left,270K,2000,20,1,57,46,68,48,59,53,42,16,71,59
15805,238326,M. Candlin,England,Blackburn Rovers,ST,Right,325K,1000,18,1,45,56,54,45,55,69,67,13,57,59
15806,240886,R. Menayese,Wales,Bristol Rovers,CB,Right,180K,1000,20,1,28,58,28,47,45,45,66,54,36,59
15807,230136,J. Thompson,Northern Ireland,Blackpool,CAM,Left,350K,1000,21,1,48,46,58,59,64,71,56,46,38,59
15808,236025,H. Smith,England,Macclesfield Town,ST,Right,220K,2000,23,1,25,61,59,32,59,57,63,12,60,59
15809,239609,Liu Ruofan,China PR,Shanghai Greenland Shenhua FC,RM,Right,325K,1000,19,1,43,46,60,40,60,71,60,17,57,59
15810,228858,D. Jajic,Sweden,Hammarby IF,CM,Right,240K,1000,19,1,54,44,58,58,62,66,65,56,43,59
15811,239098,L. Fesser,Germany,SC Paderborn 07,CB,Right,180K,2000,23,1,25,61,28,28,38,47,63,55,32,59
15812,236027,J. Brown,England,Livingston FC,RB,Right,220K,2000,20,1,54,51,55,40,57,66,71,55,33,59
15813,243451,M. Nilor,France,FC Girondins de Bordeaux,ST,Right,280K,4000,20,1,29,70,49,31,59,49,50,21,65,59
15814,245500,I. Mensah,Ghana,IK Start,LW,Right,230K,1000,23,1,47,59,65,47,60,62,65,20,52,59
15815,245756,V. Fernández,Chile,Unión La Calera,LB,Left,300K,1000,19,1,55,54,59,58,55,67,70,55,33,59
15816,214525,D. Richards,Wales,Crewe Alexandra,GK,Right,160K,2000,24,1,13,18,14,23,24,35,26,12,27,59
15817,227837,H. Castegren,Sweden,IFK Norrköping,CB,Right,220K,1000,22,1,40,54,30,52,38,41,52,54,39,59
15818,237821,I. Oda,Japan,Kashima Antlers,LB,Right,300K,1000,19,1,55,59,34,51,52,43,65,61,36,59
15819,242429,L. Cacace,New Zealand,Wellington Phoenix,LWB,Right,270K,1000,17,1,50,44,53,54,56,67,72,61,41,59
15820,244221,E. Veiga,Luxembourg,Eintracht Braunschweig,CDM,Left,220K,1000,21,1,42,48,57,56,58,60,52,52,44,59
15821,213502,R. Cornwall,Republic of Ireland,Bohemian FC,RCB,Right,180K,1000,23,1,51,56,50,49,52,49,56,56,35,59
15822,241150,J. Mbom,Germany,SV Werder Bremen,CM,Right,325K,2000,18,1,40,41,55,56,64,67,58,45,59,59
15823,242430,S. van Dijck,Netherlands,VVV-Venlo,CB,Right,230K,1000,17,1,30,60,29,31,46,46,53,60,40,59
15824,212991,D. Gremsl,Austria,FSV Zwickau,CF,Right,200K,1000,25,1,54,38,67,45,62,90,66,19,51,59
15825,241407,M. Bevan,New Zealand,,ST,Right,0,0,21,1,28,54,55,37,54,65,65,18,58,59
15826,242431,S. Friede,Germany,Hertha BSC,CM,Right,350K,3000,20,1,55,57,59,54,64,64,57,57,49,59
15827,242687,A. Guiffrey,Argentina,Patronato,RM,Right,270K,2000,20,1,58,47,62,55,64,61,56,23,60,59
15828,223488,M. Sætra,Norway,Strømsgodset IF,GK,Right,130K,1000,21,1,14,13,13,20,24,35,31,25,15,58
15829,244480,H. Magnetti,France,Stade Brestois 29,CM,Left,200K,1000,20,1,51,50,58,60,60,60,59,48,46,58
15830,245248,S. Abraham,Sweden,IFK Göteborg,ST,Left,150K,1000,27,1,45,52,62,49,60,57,55,15,57,58
15831,244481,G. Buon,France,Stade Brestois 29,CB,Right,180K,1000,20,1,38,58,44,45,48,41,58,55,44,58
15832,206338,D. Morrissey,Republic of Ireland,Limerick FC,ST,Right,170K,1000,24,1,40,53,56,33,57,66,65,17,53,58
15833,232707,G. Akkan,Turkey,Yeni Malatyaspor,CB,Right,250K,1000,19,1,32,59,26,28,35,40,54,57,40,58
15834,239107,L. Espinoza,Chile,Deportes Iquique,ST,Right,160K,1000,25,1,27,63,62,56,57,72,68,18,56,58
15835,223236,J. Requena,Argentina,Club Deportes Temuco,CAM,Right,220K,1000,22,1,44,34,64,53,63,73,35,32,43,58
15836,230660,C. Mbulu,England,Motherwell,CB,Right,190K,1000,21,1,24,60,46,22,48,47,63,54,39,58
15837,236292,G. Cuomo,Italy,Crotone,LCB,Right,250K,1000,20,1,24,58,25,32,26,38,37,58,36,58
15838,245252,A. Gürleyen,Germany,1. FSV Mainz 05,CB,Right,250K,1000,19,1,39,60,35,50,40,54,60,51,39,58
15839,215301,L. Jones,England,Luton Town,CB,Right,150K,1000,22,1,32,60,32,43,40,36,33,58,46,58
15840,229893,R. Gondoh,England,Colchester United,RM,Left,180K,2000,21,1,55,49,58,47,51,74,64,51,51,58
15841,230661,N. Hunziker,Switzerland,FC Thun,ST,Right,220K,2000,22,1,39,65,55,39,52,56,55,18,65,58
15842,243973,T. Reithmeir,Germany,1. FC Heidenheim 1846,CB,Right,240K,1000,18,1,34,62,34,23,42,48,52,56,37,58
15843,245253,L. Barreiro Martins,Luxembourg,1. FSV Mainz 05,CM,Right,260K,2000,18,1,47,48,72,55,70,90,52,45,47,58
15844,229126,J. Clarke,England,Bristol Rovers,RB,Right,100K,2000,28,1,53,61,55,54,58,48,62,56,36,58
15845,182790,Zheng Tao,China PR,Chongqing Dangdai Lifan FC SWM Team,RB,Right,70K,1000,32,1,64,30,40,41,40,58,73,51,32,58
15846,241159,M. Guehi,England,Chelsea,CB,Right,230K,4000,17,1,33,56,34,41,40,53,56,57,34,58
15847,244743,R. Prieto,Mexico,Tiburones Rojos de Veracruz,CAM,Right,210K,1000,21,1,56,40,61,50,60,65,45,31,60,58
15848,237832,I. Meite,England,Cardiff City,ST,Left,210K,5000,21,1,28,57,56,28,53,56,38,11,62,58
15849,242184,A. Amade,Germany,TSG 1899 Hoffenheim,RWB,Right,230K,2000,18,1,58,52,59,33,45,75,56,57,34,58
15850,245001,L. Krüger,Germany,RB Leipzig,ST,Right,260K,3000,18,1,49,64,56,37,54,53,55,25,47,58
15851,245513,K. Balogiannis,Greece,PAOK,CDM,Left,250K,1000,19,1,40,53,49,59,54,63,66,56,39,58
15852,204298,F. Due,Denmark,Randers FC,GK,Left,110K,1000,25,1,10,12,9,26,12,30,44,12,26,58
15853,187658,L. Saxton,England,GIF Sundsvall,GK,Right,100K,1000,28,1,14,19,11,20,17,25,22,15,11,58
15854,229643,C. James,England,Colchester United,CB,Right,250K,2000,20,1,45,56,50,56,55,58,62,57,42,58
15855,234507,M. Rafique,India,,CM,Right,0,0,25,1,52,42,54,60,56,78,74,48,46,58
15856,140300,P. Cherrie,Scotland,Derry City,GK,Right,50K,1000,34,1,14,17,15,16,15,37,26,16,16,58
15857,219660,E. Stokes,Republic of Ireland,Bohemian FC,ST,Left,220K,1000,22,1,31,57,56,39,57,72,51,18,65,58
15858,231437,S. Al Hamdan,Saudi Arabia,Al Hazem,LB,Left,120K,2000,26,1,52,44,52,45,50,65,54,58,30,58
15859,232205,C. Moya,Chile,San Luis de Quillota,RDM,Right,250K,1000,20,1,50,44,59,55,57,64,61,58,50,58
15860,243981,A. Xhemajli,Kosovo,Neuchâtel Xamax,CB,Left,250K,1000,20,1,27,67,28,30,33,40,65,51,35,58
15861,204302,A. Buxton,England,Tranmere Rovers,LB,Right,130K,2000,26,1,56,54,43,50,54,56,64,59,49,58
15862,228366,M. Gillesphey,England,Carlisle United,LB,Left,150K,2000,22,1,56,58,36,42,53,43,65,57,51,58
15863,234511,G. Banaziak,France,Amiens SC,GK,Right,180K,1000,21,1,10,10,10,20,14,39,26,7,14,58
15864,223760,A. Singh,India,,GK,Right,0,0,25,1,18,15,14,22,27,30,30,19,30,58
15865,246032,D. Sváček,Czech Republic,Viktoria Plzeň,GK,Right,130K,1000,21,1,10,11,10,17,17,33,27,7,18,58
15866,223761,D. Sauerland,Germany,Eintracht Braunschweig,RB,Right,170K,1000,21,1,63,45,64,55,63,77,70,49,55,58
15867,228113,G. Kelly,Republic of Ireland,Dundalk,ST,Right,200K,1000,21,1,34,61,57,40,56,58,59,20,57,58
15868,232721,Y. Fujita,Japan,Júbilo Iwata,CB,Right,30K,1000,35,1,23,40,37,24,32,51,54,62,25,58
15869,242961,S. Duke-McKenna,England,Bolton Wanderers,RM,Right,250K,1000,17,1,55,55,62,52,54,81,49,40,54,58
15870,225810,D. Mosquera,Colombia,Itagüí Leones FC,CM,Right,180K,1000,22,1,38,57,53,61,57,33,63,54,38,58
15871,238610,K. Majić,Croatia,Fortuna Düsseldorf,ST,Right,280K,3000,20,1,33,56,58,28,52,66,52,25,55,58
15872,235539,A. Al Ghamdi,Saudi Arabia,Al Raed,GK,Left,130K,2000,23,1,13,12,13,27,17,37,24,21,18,58
15873,242196,M. Real,United States,Philadelphia Union,LB,Left,230K,1000,18,1,51,45,53,42,54,67,64,54,33,58
15874,245780,F. Schwarzholz,Germany,FC Augsburg,CDM,Right,240K,1000,18,1,43,49,52,63,57,67,53,52,37,58
15875,238357,A. Majrashi,Saudi Arabia,Ettifaq FC,CDM,Right,170K,3000,22,1,39,46,48,53,57,70,68,54,42,58
15876,246037,E. Maceira,Venezuela,SD Huesca,LW,Left,190K,3000,22,1,49,36,67,34,62,68,57,18,51,58
15877,221974,Pei Shuai,China PR,Tianjin Quanjian FC,CM,Left,160K,3000,25,1,51,56,57,51,59,60,61,58,34,58
15878,219159,D. Nizic,Australia,Western Sydney Wanderers,GK,Left,130K,1000,23,1,14,30,13,36,38,38,28,11,27,58
15879,240920,F. Al Habib,Saudi Arabia,Al Shabab,GK,Right,230K,2000,20,1,13,14,5,27,15,34,16,10,15,58
15880,244504,J. Archer,England,Bury,ST,Right,160K,2000,24,1,32,55,52,27,58,53,50,15,58,58
15881,221978,Li Guang,China PR,Changchun Yatai FC,CDM,Right,120K,2000,27,1,47,35,52,42,56,73,64,58,33,58
15882,229914,E. Osadebe,Republic of Ireland,Cambridge United,CM,Right,170K,2000,21,1,43,50,60,58,57,79,91,49,39,58
15883,231962,Du Wenyang,China PR,Hebei China Fortune FC,RB,Right,100K,2000,28,1,59,48,60,53,57,67,66,60,51,58
15884,223771,B. Singh,India,,ST,Right,0,0,31,1,29,45,51,33,55,63,51,12,66,58
15885,228381,E. Granat,Sweden,GIF Sundsvall,CM,Right,180K,1000,22,1,56,37,63,60,61,81,64,43,42,58
15886,241949,V. Cordoba,Colombia,Itagüí Leones FC,CDM,Right,90K,1000,30,1,42,61,45,55,52,51,61,58,37,58
15887,243998,L. Schelenz,Germany,KFC Uerdingen 05,CDM,Left,200K,1000,19,1,39,53,48,54,59,68,61,54,31,58
15888,235807,A. Morley,England,Rochdale,CM,Right,260K,1000,18,1,44,44,56,62,59,72,55,42,47,58
15889,222496,M. Nikolić,Sweden,IF Brommapojkarna,ST,Left,180K,1000,20,1,40,45,62,43,64,70,58,22,53,58
15890,238880,J. Pestaña,Colombia,Atlético Huila,RCB,Right,250K,1000,20,1,23,57,22,22,43,41,59,59,35,58
15891,242721,E. Dick,United States,Sporting Kansas City,GK,Right,130K,1000,23,1,9,20,10,34,10,32,25,12,11,58
15892,138786,B. Williams,England,Bolton Wanderers,GK,Right,30K,1000,35,1,13,13,19,32,29,61,28,23,38,58
15893,228642,J. Tilley,England,Brighton & Hove Albion,CAM,Left,280K,4000,20,1,57,32,62,45,60,76,59,19,51,58
15894,224547,Liu Yingchen,China PR,Dalian YiFang FC,CM,Right,150K,2000,25,1,38,41,53,47,64,70,72,45,24,58
15895,244515,C. Antwi,Ghana,FC Nordsjælland,LWB,Left,200K,1000,18,1,51,54,54,49,56,84,62,53,32,58
15896,238628,J. Albrecht,Germany,SV Wehen Wiesbaden,GK,Right,130K,1000,20,1,10,12,14,25,11,26,27,8,16,58
15897,242214,J. Sands,United States,New York City FC,CDM,Right,230K,1000,17,1,46,42,59,50,59,54,57,64,37,58
15898,242470,J. Muñoz,Colombia,Boyacá Chicó FC,CM,Right,170K,1000,24,1,62,31,61,60,58,61,66,49,54,58
15899,240681,J. Hoekstra,Netherlands,FC Groningen,GK,Right,170K,1000,19,1,11,13,10,28,11,37,24,12,18,58
15900,240170,K. Niemczycki,Poland,NAC Breda,GK,Right,210K,1000,18,1,14,10,10,18,11,30,17,6,13,58
15901,240682,M. Al Subaie,Saudi Arabia,Ettifaq FC,LM,Right,190K,3000,22,1,51,48,56,49,57,68,56,52,38,58
15902,243242,Park Ji Min,Korea Republic,Suwon Samsung Bluewings,GK,Right,210K,1000,18,1,14,12,5,29,15,25,17,10,18,58
15903,241963,H. Al Ghamdi,Saudi Arabia,Ettifaq FC,CM,Right,270K,2000,19,1,52,46,64,57,65,82,57,47,43,58
15904,243243,S. Ucar,Turkey,DSC Arminia Bielefeld,CDM,Right,250K,1000,19,1,41,53,51,53,56,73,52,57,38,58
15905,244524,N. Quindt,Germany,VfL Sportfreunde Lotte,GK,Right,140K,1000,21,1,13,11,11,21,19,33,22,8,19,58
15906,245806,M. Kahrıman,Turkey,Medipol Başakşehir FK,ST,Right,260K,2000,18,1,39,67,56,34,53,51,54,18,67,58
15907,228143,S. Gubari,Iraq,SCR Altach,LM,Right,230K,2000,22,1,33,42,66,42,64,83,59,25,55,58
15908,244527,L. Mulaj,Switzerland,Neuchâtel Xamax,CAM,Right,240K,1000,19,1,44,39,65,52,64,75,34,25,46,58
15909,228657,Z. Herivaux,Haiti,New England Revolution,CM,Right,210K,1000,22,1,43,48,65,57,58,66,65,44,47,58
15910,240945,G. McGregor,England,Crystal Palace,CM,Right,270K,3000,19,1,40,52,51,62,59,64,58,51,49,58
15911,228402,T. Campbell,England,Forest Green Rovers,ST,Right,180K,2000,21,1,45,45,62,39,59,72,72,34,60,58
15912,242994,K. Kesgin,Turkey,Göztepe SK,CM,Right,250K,2000,17,1,51,54,58,60,60,83,57,45,47,58
15913,244018,M. Staniszewski,Poland,Arka Gdynia,GK,Right,120K,1000,21,1,17,16,15,23,12,32,26,11,12,58
15914,232500,Y. Fortune,France,FC Sion,ST,Right,200K,2000,19,1,35,51,52,37,63,76,69,15,68,58
15915,238134,T. Cuello,Argentina,Atlético Tucumán,LM,Right,290K,1000,18,1,54,45,62,48,61,73,38,32,45,58
15916,240950,Pedro Gonçalves,Portugal,Wolverhampton Wanderers,CM,Right,280K,6000,20,1,48,34,57,66,62,67,52,34,44,58
15917,245815,K. Ayong,Czech Republic,Piast Gliwice,ST,Right,200K,1000,20,1,25,70,52,43,51,53,60,25,61,58
15918,211768,L. Italiano,Australia,Newcastle Jets,GK,Left,100K,1000,27,1,20,14,17,25,16,39,22,15,22,58
15919,228153,J. Powell,England,West Ham United,LM,Left,270K,4000,19,1,60,42,59,51,56,67,61,47,59,58
15920,228921,M. Urynowicz,Poland,Górnik Zabrze,ST,Right,180K,1000,22,1,29,61,55,48,54,63,59,14,59,58
15921,229945,E. Navarrete,Chile,Audax Italiano,LB,Left,170K,1000,22,1,60,39,57,55,62,74,48,59,47,58
15922,231481,T. Vassell,England,Port Vale,CB,Right,150K,2000,21,1,54,48,54,48,55,66,69,54,32,58
15923,239673,T. Cordner,England,Bournemouth,CB,Right,170K,3000,19,1,33,60,32,31,41,51,62,56,43,58
15924,242233,G. Tryggvason,Iceland,IK Start,RW,Right,190K,1000,18,1,58,36,60,40,58,69,44,18,52,58
15925,241978,C. Higuera,Mexico,Club Tijuana,GK,Right,200K,1000,17,1,10,14,14,18,18,35,21,10,16,58
15926,244282,M. Onuoha,Germany,VfR Aalen,RB,Right,170K,1000,19,1,52,44,54,41,56,75,67,56,30,58
15927,245818,A. Bacci,Italy,Ascoli,GK,Right,140K,1000,22,1,14,14,10,19,17,36,21,8,13,58
15928,238651,J. Hodek,Germany,FSV Zwickau,CDM,Right,180K,1000,20,1,38,43,47,59,55,76,62,52,45,58
15929,244284,Y. Letard,France,VfR Aalen,CB,Right,210K,1000,19,1,29,61,37,27,43,64,59,49,28,58
15930,233021,Han Xuan,China PR,Henan Jianye FC,CB,Right,120K,2000,27,1,26,51,33,30,44,37,69,56,36,58
15931,191805,R. Isomura,Japan,V-Varen Nagasaki,LCM,Right,120K,1000,27,1,44,33,50,57,54,50,76,43,31,58
15932,236350,I. Lara,Chile,San Luis de Quillota,LM,Left,170K,1000,22,1,53,33,60,57,62,63,45,36,46,58
15933,243774,J. Jaime,Argentina,San Martin de Tucumán,GK,Right,150K,1000,20,1,13,10,11,29,19,37,37,10,10,58
15934,225087,F. Al Sagour,Saudi Arabia,Al Wehda,RB,Right,170K,3000,22,1,57,38,57,47,57,59,54,54,48,58
15935,233535,L. Hernández,Mexico,Club Necaxa,CB,Right,200K,1000,20,1,52,47,54,58,56,60,60,56,52,58
15936,239423,N. da Silva,Switzerland,FC Thun,LM,Left,170K,2000,24,1,58,40,60,56,56,78,43,40,41,58
15937,241215,R. Hirosue,Japan,FC Tokyo,GK,Right,230K,1000,19,1,13,14,14,24,15,29,19,12,12,58
15938,224576,L. Croll,England,Exeter City,LCB,Left,140K,2000,23,1,37,54,43,35,46,67,61,54,30,58
15939,229184,T. Baack,Germany,VfL Bochum 1848,CB,Right,250K,1000,19,1,28,48,34,30,38,68,52,55,33,58
15940,245056,K. Bucker,Netherlands,Heracles Almelo,GK,Right,160K,1000,22,1,10,10,13,18,15,30,24,13,13,58
15941,246336,M. Miljevic,United States,Argentinos Juniors,CDM,Right,230K,1000,17,1,45,54,52,57,58,59,54,54,49,58
15942,231233,M. Brink,Denmark,Esbjerg fB,CM,Right,230K,1000,20,1,54,34,59,59,58,75,55,48,42,58
15943,235841,A. Bakayoko,France,FC St. Gallen,RB,Right,220K,4000,20,1,62,45,70,58,70,68,55,45,64,58
15944,236353,W. Tchuameni,Cameroon,SønderjyskE,ST,Right,230K,2000,21,1,29,63,57,28,64,54,58,17,53,58
15945,237121,D. İncedere,Turkey,Galatasaray SK,LM,Left,250K,5000,21,1,55,48,72,52,67,57,35,22,64,58
15946,235074,S. Kjellevold,Norway,Stabæk Fotball,GK,Right,130K,1000,23,1,12,10,8,16,18,27,28,20,10,58
15947,241474,J. Þorsteinsson,Iceland,Vendsyssel FF,LW,Right,270K,4000,19,1,50,33,65,49,62,74,49,25,39,58
15948,237379,M. Worthington,England,Forest Green Rovers,CM,Right,230K,5000,20,1,43,53,54,57,61,62,63,55,52,58
15949,230980,J. Tratt,Australia,Sydney FC,RB,Right,150K,1000,23,1,54,58,54,49,56,56,66,54,36,58
15950,192580,J. Kelly,Republic of Ireland,Bray Wanderers,LM,Left,130K,1000,28,1,54,52,57,41,57,68,63,17,62,58
15951,236613,L. Grill,Germany,1. FC Kaiserslautern,GK,Right,230K,1000,19,1,8,14,10,20,12,40,31,8,11,58
15952,224582,D. Lyon,Scotland,Peterborough United,RWB,Right,170K,1000,23,1,50,38,55,58,59,73,71,50,50,58
15953,233030,F. Pizzicanella,Argentina,Atlético Tucumán,GK,Right,140K,1000,22,1,10,12,9,25,12,35,25,12,15,58
15954,238919,J. Pantemis,Canada,Montreal Impact,GK,Right,160K,1000,21,1,14,13,9,27,12,22,34,12,10,58
15955,231752,R. Wilmots,Belgium,Carpi,CM,Right,200K,1000,21,1,43,57,56,57,61,68,71,47,46,58
15956,233288,E. Boyle,Republic of Ireland,Shamrock Rovers,RB,Right,200K,1000,21,1,53,53,56,50,55,66,78,52,35,58
15957,239689,M. Sprang,Germany,FSV Zwickau,GK,Right,120K,1000,17,1,12,12,11,25,10,19,32,10,11,58
15958,245321,R. Acquah,Ghana,LASK Linz,CDM,Right,170K,1000,21,1,44,53,53,50,56,64,48,52,48,58
15959,232778,M. Wada,Japan,Yokohama F. Marinos,ST,Right,200K,1000,21,1,34,50,53,26,47,67,65,18,57,58
15960,246602,A. Canessa,Italy,Livorno,ST,Right,260K,1000,18,1,31,61,50,30,56,54,54,16,60,58
15961,237133,R. Cagnon,France,Olympique de Marseille,GK,Right,200K,3000,21,1,11,15,13,28,12,32,20,14,12,58
15962,238157,M. Roerslev,Denmark,FC København,RB,Right,240K,1000,19,1,60,42,59,51,59,70,67,50,35,58
15963,207950,A. Azeez,England,Cambridge United,ST,Right,170K,2000,24,1,39,53,55,41,50,76,60,15,59,58
15964,236622,M. Holzer,Austria,TSV Hartberg,ST,Right,210K,1000,19,1,31,63,56,22,55,52,55,16,55,58
15965,234319,L. Travis,England,Blackburn Rovers,CM,Right,280K,4000,20,1,48,48,55,57,58,55,78,56,44,58
15966,240719,Mario Sánchez,Spain,Cádiz CF,RB,Right,160K,1000,22,1,55,54,66,35,45,57,53,57,43,58
15967,246351,Valery,Spain,Girona FC,LM,Right,260K,2000,18,1,54,39,62,51,59,60,47,27,52,58
15968,221264,R. Al Ghamdi,Saudi Arabia,Al Batin,RS,Right,180K,2000,24,1,44,53,60,58,57,61,64,48,37,58
15969,244560,C. Gutiérrez,Mexico,U.N.A.M.,RM,Right,270K,1000,19,1,43,37,62,60,60,56,49,34,45,58
15970,190033,D. Webster,Republic of Ireland,St. Patrick's Athletic,CB,Right,120K,1000,28,1,52,57,48,55,54,43,46,52,33,58
15971,207442,Kim Hyo Gi,Korea Republic,Gyeongnam FC,ST,Right,110K,1000,31,1,27,58,56,26,52,62,57,11,64,58
15972,48722,J. Inamoto,Japan,Hokkaido Consadole Sapporo,CDM,Right,20K,1000,38,1,62,63,57,57,64,50,30,53,58,58
15973,223827,J. McDonnell,England,AFC Wimbledon,GK,Right,140K,1000,24,1,12,13,10,36,23,26,27,11,22,58
15974,242515,W. Ali,Denmark,Aalborg BK,ST,Right,280K,1000,19,1,46,40,68,29,65,76,64,13,50,58
15975,243795,A. Jakobsen,Denmark,Vejle Boldklub,ST,Right,280K,1000,19,1,38,60,50,36,53,65,59,18,50,58
15976,244819,L. Bonilla,Colombia,Patriotas Boyacá FC,RM,Right,190K,1000,20,1,48,32,59,62,55,80,79,20,49,58
15977,234836,T. Duman,Germany,Fortuna Düsseldorf,CM,Right,230K,3000,20,1,39,53,58,57,59,68,59,46,45,58
15978,235860,M. Woud,New Zealand,Willem II,GK,Right,230K,1000,19,1,14,14,11,15,13,39,20,13,10,58
15979,239444,J. Löwe,Germany,SG Dynamo Dresden,CAM,Right,270K,1000,19,1,42,32,57,52,60,81,57,34,56,58
15980,233813,B. Rivas,Colombia,Atlético Huila,CM,Right,280K,1000,21,1,32,52,45,58,59,74,71,55,44,58
15981,241493,S. Cartwright,England,Peterborough United,CB,Right,170K,1000,17,1,41,55,46,38,38,60,53,58,38,58
15982,236374,A. Ademoglu,Belgium,Bursaspor,CM,Right,280K,2000,20,1,50,52,64,65,62,56,35,36,59,58
15983,245846,Y. Oyanedel,Chile,Universidad Católica,LB,Left,220K,1000,17,1,53,50,57,56,54,69,77,52,31,58
15984,243287,Lim Eun Soo,Korea Republic,Incheon United FC,LCM,Right,180K,1000,22,1,35,40,51,61,59,59,69,63,41,58
15985,246103,R. van Doorn,Netherlands,De Graafschap,CB,Right,160K,1000,19,1,32,55,33,41,36,43,62,55,34,58
15986,178008,J. Harris,England,Tranmere Rovers,CM,Right,110K,2000,31,1,53,27,43,64,60,68,65,51,36,58
15987,246616,José Uche,Spain,SD Huesca,CB,Left,180K,1000,18,1,39,61,25,55,53,52,60,60,41,58
15988,245337,M. Arturia,Argentina,Club Atlético Talleres,ST,Right,200K,2000,20,1,40,62,55,37,55,50,54,20,50,58
15989,187993,K. Goba,France,La Berrichonne de Châteauroux,ST,Right,120K,1000,30,1,45,62,60,44,48,48,58,42,53,58
15990,242266,E. Bansen,Germany,SV Zulte-Waregem,GK,Right,170K,1000,20,1,11,10,14,27,11,25,25,14,14,58
15991,236379,J. Lunney,Republic of Ireland,Waterford FC,CM,Left,240K,1000,20,1,52,44,59,54,57,78,67,53,51,58
15992,240987,M. Cooper,England,Plymouth Argyle,GK,Right,210K,1000,18,1,10,14,13,23,16,28,20,12,11,58
15993,243803,J. Orellana,Argentina,San Martin de Tucumán,CB,Right,180K,1000,21,1,34,51,26,26,55,42,60,55,39,58
15994,240476,B. Kavlak,Turkey,Yeni Malatyaspor,ST,Right,190K,2000,21,1,37,68,57,36,54,52,53,17,66,58
15995,243804,G. Abregú,Argentina,San Martin de Tucumán,RB,Right,180K,1000,20,1,53,52,59,28,57,63,63,54,43,58
15996,232285,J. Doona,Republic of Ireland,St. Patrick's Athletic,RM,Right,230K,1000,20,1,53,48,58,53,57,72,74,43,53,58
15997,242781,R. Blumberg,Australia,Charlton Athletic,CB,Left,250K,1000,19,1,21,54,34,47,40,40,63,52,33,58
15998,245853,M. Panos,France,AS Saint-Étienne,RB,Right,150K,3000,21,1,56,48,53,47,52,52,62,58,40,58
15999,231006,C. Coleman,Republic of Ireland,St. Patrick's Athletic,RDM,Right,200K,1000,21,1,48,55,56,55,57,54,79,59,48,58
16000,240734,M. O'Riley,England,Fulham,CM,Left,250K,3000,17,1,40,50,55,55,60,60,54,54,45,58
16001,212063,A. Gafaiti,Algeria,Yeovil Town,CB,Right,160K,1000,23,1,27,53,33,32,46,48,61,52,33,58
16002,177761,P. Edwards,England,Bury,RWB,Right,70K,2000,32,1,54,59,53,52,57,66,66,61,56,58
